timestep,seed_ratio,claim_step,replicate,support_ratio
6,0.05,3,27,0.08211346673920313
7,0.05,3,27,0.09219069254430673
8,0.05,3,27,0.10349418404290485
9,0.05,3,27,0.12615854036559251
10,0.05,3,27,0.14386441541452374
11,0.05,3,27,0.16672513719533139
12,0.05,3,27,0.18439646429064482
1,0.05,3,28,0.03357403346089149
2,0.05,3,28,0.0540132329037126
3,0.05,3,28,0.06416913679155536
4,0.05,3,28,0.08331084583565525
5,0.05,3,28,0.09205004575410679
6,0.05,3,28,0.09518980904214906
7,0.05,3,28,0.11546506859484451
8,0.05,3,28,0.1453769557781141
9,0.05,3,28,0.17145614773398984
10,0.05,3,28,0.19833265701613167
11,0.05,3,28,0.2445909676631275
12,0.05,3,28,0.27984667329510027
1,0.05,3,29,0.054376792589451814
2,0.05,3,29,0.037265776189655264
3,0.05,3,29,0.045132313393546314
4,0.05,3,29,0.05863786731174698
5,0.05,3,29,0.08709927640789095
6,0.05,3,29,0.09361881182880129
7,0.05,3,29,0.10574218857708435
8,0.05,3,29,0.13394865264804895
9,0.05,3,29,0.16798636007243287
10,0.05,3,29,0.22133881476523634
11,0.05,3,29,0.2643768247236749
12,0.05,3,29,0.3272630118496527
1,0.15,3,0,0.0715300309665161
2,0.15,3,0,0.08922224528894111
3,0.15,3,0,0.13644390684400545
4,0.15,3,0,0.16437629539390766
5,0.15,3,0,0.199230603980786
6,0.15,3,0,0.25747981843068957
7,0.15,3,0,0.3028418176971837
8,0.15,3,0,0.3628577076799806
9,0.15,3,0,0.44831897969509327
10,0.15,3,0,0.5432567382659234
11,0.15,3,0,0.6147467709873246
12,0.15,3,0,0.709652873579942
1,0.15,3,1,0.07703849265689645
2,0.15,3,1,0.08239593602545721
3,0.15,3,1,0.09774861775277684
4,0.15,3,1,0.11735838078174292
5,0.15,3,1,0.15492686420365964
6,0.15,3,1,0.19472376704650726
7,0.15,3,1,0.2515444121405236
8,0.15,3,1,0.32883490998565684
9,0.15,3,1,0.39094996212045874
10,0.15,3,1,0.4736778271183467
11,0.15,3,1,0.5514462865418966
12,0.15,3,1,0.6240489846160413
1,0.15,3,2,0.08315101566399455
2,0.15,3,2,0.09464631956798142
3,0.15,3,2,0.11833561947758238
4,0.15,3,2,0.14646043493568436
5,0.15,3,2,0.1727709788326526
6,0.15,3,2,0.22041896381482928
7,0.15,3,2,0.2586877061435748
8,0.15,3,2,0.31337625140322567
9,0.15,3,2,0.40084289211941987
10,0.15,3,2,0.4786346279850587
11,0.15,3,2,0.5481256122261235
12,0.15,3,2,0.624021447775441
1,0.15,3,3,0.08257448218186876
2,0.15,3,3,0.10208008890426915
3,0.15,3,3,0.13636858568357693
4,0.15,3,3,0.18934282505916009
5,0.15,3,3,0.25571073737463984
6,0.15,3,3,0.3071952130656374
7,0.15,3,3,0.3893981100988916
8,0.15,3,3,0.4587885319793769
9,0.15,3,3,0.5525542039415905
10,0.15,3,3,0.6191052865909606
11,0.15,3,3,0.6865419464200787
12,0.15,3,3,0.7560518621979696
1,0.15,3,4,0.07371748083766536
2,0.15,3,4,0.09172998678531598
3,0.15,3,4,0.13147583192200807
4,0.15,3,4,0.1793237156663612
5,0.15,3,4,0.20901147135398454
6,0.15,3,4,0.2657771665715836
7,0.15,3,4,0.33763773525910856
8,0.15,3,4,0.42403273603248665
9,0.15,3,4,0.5137663099507499
10,0.15,3,4,0.5975973488946341
11,0.15,3,4,0.6752592333079421
12,0.15,3,4,0.7486744030397019
1,0.15,3,5,0.06190644247374317
2,0.15,3,5,0.07778001272937628
3,0.15,3,5,0.10822556367673017
4,0.15,3,5,0.1476405768341584
5,0.15,3,5,0.2006889684179094
6,0.15,3,5,0.2630238579950261
7,0.15,3,5,0.33934085007910236
8,0.15,3,5,0.422919466035392
9,0.15,3,5,0.49846244536165046
10,0.15,3,5,0.5820952001850491
11,0.15,3,5,0.6525988323974742
12,0.15,3,5,0.72330792994609
1,0.15,3,6,0.0700376216433895
2,0.15,3,6,0.08102526727951331
3,0.15,3,6,0.10073722021070529
4,0.15,3,6,0.14307724235800873
5,0.15,3,6,0.1903698153747695
6,0.15,3,6,0.24699470146891025
7,0.15,3,6,0.3179810530030094
8,0.15,3,6,0.38758702384645694
9,0.15,3,6,0.4859349572331092
10,0.15,3,6,0.5748830257859103
11,0.15,3,6,0.6457424178408823
12,0.15,3,6,0.7058360907814307
1,0.15,3,7,0.08187439855039791
2,0.15,3,7,0.0891428504108095
3,0.15,3,7,0.1146378991255155
4,0.15,3,7,0.15961304983033478
5,0.15,3,7,0.22617035817512338
6,0.15,3,7,0.2893863696608747
7,0.15,3,7,0.36128460889521263
8,0.15,3,7,0.46040500069325524
9,0.15,3,7,0.5492589137839785
10,0.15,3,7,0.6159214631756975
11,0.15,3,7,0.7002702645399693
12,0.15,3,7,0.7383620492370008
1,0.15,3,8,0.09452431346713286
2,0.15,3,8,0.09995502516063035
3,0.15,3,8,0.13297314901502663
4,0.15,3,8,0.17013612212714085
5,0.15,3,8,0.21258595175854034
6,0.15,3,8,0.295397091755516
7,0.15,3,8,0.3776621665086515
8,0.15,3,8,0.4425603364967581
9,0.15,3,8,0.5239485714747621
10,0.15,3,8,0.6045742928495967
11,0.15,3,8,0.6644097202115447
12,0.15,3,8,0.7324057468297621
1,0.15,3,9,0.0715226280047049
2,0.15,3,9,0.06943501786659532
3,0.15,3,9,0.07976966884067237
4,0.15,3,9,0.1126066125128282
5,0.15,3,9,0.13997540072872888
6,0.15,3,9,0.1842552025735303
7,0.15,3,9,0.23990589451607786
8,0.15,3,9,0.315476663675823
9,0.15,3,9,0.37397266831590964
10,0.15,3,9,0.4607099456118621
11,0.15,3,9,0.5332701521203939
12,0.15,3,9,0.620072402519712
1,0.15,3,10,0.07915835962909823
2,0.15,3,10,0.09980433880366547
3,0.15,3,10,0.11817284265826655
4,0.15,3,10,0.1534317456193521
5,0.15,3,10,0.19802312118714374
6,0.15,3,10,0.25447843763052774
7,0.15,3,10,0.3168091048223895
8,0.15,3,10,0.3907256584484781
9,0.15,3,10,0.47444606687396446
10,0.15,3,10,0.538970855485714
11,0.15,3,10,0.6218172211675844
12,0.15,3,10,0.688616179187084
1,0.15,3,11,0.06440937683754265
2,0.15,3,11,0.08088604435506404
3,0.15,3,11,0.11506650068640585
4,0.15,3,11,0.15008200824449036
5,0.15,3,11,0.19650076169482658
6,0.15,3,11,0.2580665806486733
7,0.15,3,11,0.33436981875879823
8,0.15,3,11,0.4266271827642127
9,0.15,3,11,0.5161879344367954
10,0.15,3,11,0.5911902962638765
11,0.15,3,11,0.6687033243657138
12,0.15,3,11,0.7101172513663648
1,0.15,3,12,0.08075426561318505
2,0.15,3,12,0.08943096486596898
3,0.15,3,12,0.11636490139134076
4,0.15,3,12,0.15705577499042594
5,0.15,3,12,0.21423558189861752
6,0.15,3,12,0.28411393500134374
7,0.15,3,12,0.34884791345134575
8,0.15,3,12,0.41898076675038837
9,0.15,3,12,0.4778110266217899
10,0.15,3,12,0.5507469838492159
11,0.15,3,12,0.644760596126388
12,0.15,3,12,0.7170125627514026
1,0.15,3,13,0.09481075308454838
2,0.15,3,13,0.10702379114572591
3,0.15,3,13,0.1413241985848638
4,0.15,3,13,0.19849589679137575
5,0.15,3,13,0.22518204578984222
6,0.15,3,13,0.2762416898114344
7,0.15,3,13,0.34346997995048245
8,0.15,3,13,0.4353213337543551
9,0.15,3,13,0.5202697022445276
10,0.15,3,13,0.5986916205256029
11,0.15,3,13,0.6676506805585661
12,0.15,3,13,0.7304481044813129
1,0.15,3,14,0.07118713754222857
2,0.15,3,14,0.07609694928887312
3,0.15,3,14,0.09979015078208257
4,0.15,3,14,0.13564953160084955
5,0.15,3,14,0.2002617794589955
6,0.15,3,14,0.26134445366097186
7,0.15,3,14,0.32889897942966145
8,0.15,3,14,0.39929784979255106
9,0.15,3,14,0.49032782415592785
10,0.15,3,14,0.568391555405354
11,0.15,3,14,0.6450491302159966
12,0.15,3,14,0.698436345677697
1,0.15,3,15,0.05960883115234401
2,0.15,3,15,0.07355932780817806
3,0.15,3,15,0.09184981238428065
4,0.15,3,15,0.11204307365130813
5,0.15,3,15,0.16012465722929115
6,0.15,3,15,0.2286462238868099
7,0.15,3,15,0.31526994557041976
8,0.15,3,15,0.39431048452583134
9,0.15,3,15,0.4648907753109735
10,0.15,3,15,0.5641364065062473
11,0.15,3,15,0.6409280164117878
12,0.15,3,15,0.7037530373292543
1,0.15,3,16,0.08593312758458653
2,0.15,3,16,0.09127976386093296
3,0.15,3,16,0.12487541079754277
4,0.15,3,16,0.15903648818653346
5,0.15,3,16,0.20359945600111037
6,0.15,3,16,0.24660136212896924
7,0.15,3,16,0.3061472828448469
8,0.15,3,16,0.37632454200469573
9,0.15,3,16,0.4629925801345421
10,0.15,3,16,0.5620202496930554
11,0.15,3,16,0.6404037450325418
12,0.15,3,16,0.7128493732062563
1,0.15,3,17,0.07654116876810482
2,0.15,3,17,0.08494277137583411
3,0.15,3,17,0.12650182552810302
4,0.15,3,17,0.1566490641241872
5,0.15,3,17,0.19858813370564807
6,0.15,3,17,0.257994835668978
7,0.15,3,17,0.31797142085385816
8,0.15,3,17,0.4188694889548899
9,0.15,3,17,0.5006942672920413
10,0.15,3,17,0.5631794876570556
11,0.15,3,17,0.6376164627872756
12,0.15,3,17,0.7212011554700835
1,0.15,3,18,0.08230388244040794
2,0.15,3,18,0.11499986629814843
3,0.15,3,18,0.1557351278086342
4,0.15,3,18,0.20199484249466781
5,0.15,3,18,0.2543903275109961
6,0.15,3,18,0.32019500302217885
7,0.15,3,18,0.392408816181115
8,0.15,3,18,0.46943514168954337
9,0.15,3,18,0.5547850613576906
10,0.15,3,18,0.6568693380888724
11,0.15,3,18,0.7305401688530742
12,0.15,3,18,0.7748830127217654
1,0.15,3,19,0.08472880536588562
2,0.15,3,19,0.1045176447741928
3,0.15,3,19,0.14474564681137891
4,0.15,3,19,0.17959977214022346
5,0.15,3,19,0.2251664191478316
6,0.15,3,19,0.28243026250969466
7,0.15,3,19,0.3449321699217177
8,0.15,3,19,0.4252968636152513
9,0.15,3,19,0.5104173864423945
10,0.15,3,19,0.6034589832659872
11,0.15,3,19,0.6672597369627262
12,0.15,3,19,0.7496775877650895
1,0.15,3,20,0.06716120045860141
2,0.15,3,20,0.0808837283151041
3,0.15,3,20,0.08773178279343971
4,0.15,3,20,0.11332447370063997
5,0.15,3,20,0.16858328930891464
6,0.15,3,20,0.21898208037354377
7,0.15,3,20,0.2809176269151008
8,0.15,3,20,0.3619688228319958
9,0.15,3,20,0.45662744785965326
10,0.15,3,20,0.5434010339708707
11,0.15,3,20,0.628316760267345
12,0.15,3,20,0.6873952465182364
1,0.15,3,21,0.08274455807502319
2,0.15,3,21,0.08948948559643144
3,0.15,3,21,0.11579881413615216
4,0.15,3,21,0.13265884315610002
5,0.15,3,21,0.1707450877229899
6,0.15,3,21,0.21718235725184118
7,0.15,3,21,0.27423893031547647
8,0.15,3,21,0.3398267786160008
9,0.15,3,21,0.4161599262455687
10,0.15,3,21,0.47852903517797596
11,0.15,3,21,0.5412098344560041
12,0.15,3,21,0.6365398741983478
1,0.15,3,22,0.07810578302990555
2,0.15,3,22,0.1008606879775121
3,0.15,3,22,0.15021976580299623
4,0.15,3,22,0.18256956014266584
5,0.15,3,22,0.2466347332962343
6,0.15,3,22,0.29406677139288717
7,0.15,3,22,0.3722641031116973
8,0.15,3,22,0.44225051410184857
9,0.15,3,22,0.5279796098257812
10,0.15,3,22,0.6118959217207482
11,0.15,3,22,0.6792914837411121
12,0.15,3,22,0.7511621685377314
1,0.15,3,23,0.07550990152715001
2,0.15,3,23,0.09103303800457904
3,0.15,3,23,0.1478350618301708
4,0.15,3,23,0.19292739429157993
5,0.15,3,23,0.24958179762202728
6,0.15,3,23,0.33008711278535374
7,0.15,3,23,0.4062317626346818
8,0.15,3,23,0.4785155241685529
9,0.15,3,23,0.5499063886575529
10,0.15,3,23,0.6253432704905255
11,0.15,3,23,0.7037303051060922
12,0.15,3,23,0.7730337690346869
1,0.15,3,24,0.07754016045734792
2,0.15,3,24,0.08118489392523137
3,0.15,3,24,0.09538109228667555
4,0.15,3,24,0.14938984419071102
5,0.15,3,24,0.2013963135657936
6,0.15,3,24,0.2670630483680387
7,0.15,3,24,0.3432761051230088
8,0.15,3,24,0.41703504151183457
9,0.15,3,24,0.4856048976458077
10,0.15,3,24,0.5741877624947289
11,0.15,3,24,0.6407067751684197
12,0.15,3,24,0.7094229380028563
1,0.15,3,25,0.08553219117346826
2,0.15,3,25,0.1190800124039889
3,0.15,3,25,0.15660783730967973
4,0.15,3,25,0.20319610295298857
5,0.15,3,25,0.27265984847093566
6,0.15,3,25,0.34123291097894576
7,0.15,3,25,0.410402434817825
8,0.15,3,25,0.49638656241731527
9,0.15,3,25,0.5660607230972964
10,0.15,3,25,0.6468349912566056
11,0.15,3,25,0.7066333955415727
12,0.15,3,25,0.7511413548973577
1,0.15,3,26,0.07550791775432357
2,0.15,3,26,0.10602489177314872
3,0.15,3,26,0.1471074572672893
4,0.15,3,26,0.19885232064153416
5,0.15,3,26,0.2645352246083929
6,0.15,3,26,0.30274865215643043
7,0.15,3,26,0.37866727386307897
8,0.15,3,26,0.4487900031212602
9,0.15,3,26,0.537386551236746
10,0.15,3,26,0.6210841551529537
11,0.15,3,26,0.6869111683083391
12,0.15,3,26,0.7350772536938835
1,0.15,3,27,0.07267294888033146
2,0.15,3,27,0.09498388999070674
3,0.15,3,27,0.12230833066907018
4,0.15,3,27,0.17000923562178633
5,0.15,3,27,0.22167187575976527
6,0.15,3,27,0.26933167016367004
7,0.15,3,27,0.3462580284875439
8,0.15,3,27,0.4342158063996363
9,0.15,3,27,0.4979780300405611
10,0.15,3,27,0.587519540848202
11,0.15,3,27,0.6610530506163272
12,0.15,3,27,0.7366776171165308
1,0.15,3,28,0.07386584651633173
2,0.15,3,28,0.07417182235688857
3,0.15,3,28,0.08559654451931516
4,0.15,3,28,0.11092124340690941
5,0.15,3,28,0.13589024765568652
6,0.15,3,28,0.18992990454475125
7,0.15,3,28,0.25516270048397155
8,0.15,3,28,0.3228405454209722
9,0.15,3,28,0.39978370234391614
10,0.15,3,28,0.49404783196488966
11,0.15,3,28,0.5614364978716923
12,0.15,3,28,0.6320501285301968
1,0.15,3,29,0.079064278646005
2,0.15,3,29,0.07866536067027766
3,0.15,3,29,0.11446428931216043
4,0.15,3,29,0.14552009294430895
5,0.15,3,29,0.19431567922284687
6,0.15,3,29,0.24187106850203863
7,0.15,3,29,0.3120937848764535
8,0.15,3,29,0.39487189232718706
9,0.15,3,29,0.48900121862714413
10,0.15,3,29,0.5833995382304809
11,0.15,3,29,0.6530184710825779
12,0.15,3,29,0.7160047405534304
1,0.25,3,0,0.126633256571255
2,0.25,3,0,0.150337202780863
3,0.25,3,0,0.20659024229089934
4,0.25,3,0,0.2768101530585142
5,0.25,3,0,0.35834325658481536
6,0.25,3,0,0.46304592808719147
7,0.25,3,0,0.5700719113011723
8,0.25,3,0,0.6631467787778469
9,0.25,3,0,0.7510516735519032
10,0.25,3,0,0.8029306301339768
11,0.25,3,0,0.8375687433774132
12,0.25,3,0,0.8665861578273673
1,0.25,3,1,0.08258471820708266
2,0.25,3,1,0.10311625717273655
3,0.25,3,1,0.14932721046511327
4,0.25,3,1,0.20894182735279554
5,0.25,3,1,0.26983729822907576
6,0.25,3,1,0.356452578256118
7,0.25,3,1,0.4707216299908618
8,0.25,3,1,0.599600389712701
9,0.25,3,1,0.7033639540885417
10,0.25,3,1,0.7923771731410505
11,0.25,3,1,0.8386055855829815
12,0.25,3,1,0.8575265964348159
1,0.25,3,2,0.1145791810727506
2,0.25,3,2,0.13581763765923968
3,0.25,3,2,0.18220370851865303
4,0.25,3,2,0.2378226069893354
5,0.25,3,2,0.3196018778012472
6,0.25,3,2,0.3852174219863056
7,0.25,3,2,0.49311744999796425
8,0.25,3,2,0.601481105054074
9,0.25,3,2,0.7024314088522151
10,0.25,3,2,0.7822904487689404
11,0.25,3,2,0.8412546057521474
12,0.25,3,2,0.8482158012331583
1,0.25,3,3,0.11779093474707984
2,0.25,3,3,0.14010176502915805
3,0.25,3,3,0.20541611889213365
4,0.25,3,3,0.27808716985924664
5,0.25,3,3,0.3550385880569233
6,0.25,3,3,0.44082559777182356
7,0.25,3,3,0.5356131134603025
8,0.25,3,3,0.6402453079186604
9,0.25,3,3,0.7231795144779234
10,0.25,3,3,0.7711930102004744
11,0.25,3,3,0.8163004479261453
12,0.25,3,3,0.8414340693334906
1,0.25,3,4,0.12876209672238687
2,0.25,3,4,0.15653172187089673
3,0.25,3,4,0.22244013249071673
4,0.25,3,4,0.2887418820911835
5,0.25,3,4,0.3802435828629788
6,0.25,3,4,0.49474261777091016
7,0.25,3,4,0.6046637765671328
8,0.25,3,4,0.6737024037104868
9,0.25,3,4,0.7635800458398686
10,0.25,3,4,0.813576942646302
11,0.25,3,4,0.8476766087784016
12,0.25,3,4,0.8653066026798668
1,0.25,3,5,0.1381198016021551
2,0.25,3,5,0.17140641983792154
3,0.25,3,5,0.2350859234475165
4,0.25,3,5,0.3143602734785873
5,0.25,3,5,0.416902909506036
6,0.25,3,5,0.5227743483292455
7,0.25,3,5,0.6238858777240265
8,0.25,3,5,0.7135299107150803
9,0.25,3,5,0.7824703736687807
10,0.25,3,5,0.8451858606007283
11,0.25,3,5,0.8812040944318809
12,0.25,3,5,0.8885250533264805
1,0.25,3,6,0.12167033780533391
2,0.25,3,6,0.16121791006102518
3,0.25,3,6,0.22668007972807527
4,0.25,3,6,0.2840872712689118
5,0.25,3,6,0.3866341564049378
6,0.25,3,6,0.4941236584061276
7,0.25,3,6,0.5880477845933842
8,0.25,3,6,0.6780030812279896
9,0.25,3,6,0.7555564551700484
10,0.25,3,6,0.8042243029811763
11,0.25,3,6,0.8476661856516414
12,0.25,3,6,0.8659110613561136
1,0.25,3,7,0.13334119861356084
2,0.25,3,7,0.16105314483465094
3,0.25,3,7,0.232513938048832
4,0.25,3,7,0.3281559712614014
5,0.25,3,7,0.41672960031932066
6,0.25,3,7,0.5410061403971984
7,0.25,3,7,0.6340069380312999
8,0.25,3,7,0.7227342410980618
9,0.25,3,7,0.7846000325801211
10,0.25,3,7,0.8402507433804782
11,0.25,3,7,0.8542092821177876
12,0.25,3,7,0.8929664013922423
1,0.25,3,8,0.14370774764760555
2,0.25,3,8,0.1766828712852985
3,0.25,3,8,0.2511453702505568
4,0.25,3,8,0.34397927282489005
5,0.25,3,8,0.4571913688976946
6,0.25,3,8,0.5533283297308477
7,0.25,3,8,0.6506008306603464
8,0.25,3,8,0.7448169046819941
9,0.25,3,8,0.8154159462196944
10,0.25,3,8,0.8640463130677242
11,0.25,3,8,0.8917765620969749
12,0.25,3,8,0.8923793239129383
1,0.25,3,9,0.13267027780627716
2,0.25,3,9,0.18075199873823772
3,0.25,3,9,0.2752013392905678
4,0.25,3,9,0.38590218372841933
5,0.25,3,9,0.4946392452469299
6,0.25,3,9,0.6032984454080402
7,0.25,3,9,0.6909453398713702
8,0.25,3,9,0.7695650625907104
9,0.25,3,9,0.8190702336582524
10,0.25,3,9,0.8547719112973993
11,0.25,3,9,0.8669629508284663
12,0.25,3,9,0.8791990722280765
1,0.25,3,10,0.1188379086764861
2,0.25,3,10,0.15455312230484325
3,0.25,3,10,0.21671553269806107
4,0.25,3,10,0.29088512117265136
5,0.25,3,10,0.3835617874654201
6,0.25,3,10,0.48388334660788096
7,0.25,3,10,0.5885416102376757
8,0.25,3,10,0.6737018324322206
9,0.25,3,10,0.735491103171559
10,0.25,3,10,0.8063649752643247
11,0.25,3,10,0.8588661163538891
12,0.25,3,10,0.8801650962169401
1,0.25,3,11,0.1317954240592636
2,0.25,3,11,0.17289563822843598
3,0.25,3,11,0.24265623782387416
4,0.25,3,11,0.3107986197776157
5,0.25,3,11,0.4174994026615526
6,0.25,3,11,0.5288031888310499
7,0.25,3,11,0.6215611622236462
8,0.25,3,11,0.7220452810591866
9,0.25,3,11,0.7832976247604869
10,0.25,3,11,0.8301132352590824
11,0.25,3,11,0.8623094126681508
12,0.25,3,11,0.8794734407236761
1,0.25,3,12,0.1286202818909445
2,0.25,3,12,0.1563970080178655
3,0.25,3,12,0.19927233243105183
4,0.25,3,12,0.28245536005054106
5,0.25,3,12,0.3602753684168553
6,0.25,3,12,0.4468353328853789
7,0.25,3,12,0.5524690899273357
8,0.25,3,12,0.6517014900898288
9,0.25,3,12,0.7397026671834115
10,0.25,3,12,0.8115380468687158
11,0.25,3,12,0.8587959459942168
12,0.25,3,12,0.8863349830601385
1,0.25,3,13,0.11930774105756028
2,0.25,3,13,0.15966993624362913
3,0.25,3,13,0.22262301177529717
4,0.25,3,13,0.2983777769502003
5,0.25,3,13,0.3909535005192259
6,0.25,3,13,0.5001640002596381
7,0.25,3,13,0.6023736837235517
8,0.25,3,13,0.6909059728391502
9,0.25,3,13,0.7683171933630362
10,0.25,3,13,0.8219832540680844
11,0.25,3,13,0.8604514190980231
12,0.25,3,13,0.8595222014823205
1,0.25,3,14,0.10909398762260757
2,0.25,3,14,0.12400093859261599
3,0.25,3,14,0.1741219247041223
4,0.25,3,14,0.23500989590826385
5,0.25,3,14,0.3263743262966715
6,0.25,3,14,0.42263152641517165
7,0.25,3,14,0.527642918492862
8,0.25,3,14,0.6223210208414788
9,0.25,3,14,0.710489257103428
10,0.25,3,14,0.7853613795237129
11,0.25,3,14,0.8189111529702554
12,0.25,3,14,0.8498666881238649
1,0.25,3,15,0.11432802195109479
2,0.25,3,15,0.14861310677978104
3,0.25,3,15,0.21495805805620613
4,0.25,3,15,0.27890385403046725
5,0.25,3,15,0.37365703758288166
6,0.25,3,15,0.4687963059515422
7,0.25,3,15,0.5804485071896124
8,0.25,3,15,0.6689330329371058
9,0.25,3,15,0.7394716233300813
10,0.25,3,15,0.8146311541715806
11,0.25,3,15,0.8510901119975223
12,0.25,3,15,0.8811920167973147
1,0.25,3,16,0.09927677732562103
2,0.25,3,16,0.12980403971529217
3,0.25,3,16,0.18267916935325287
4,0.25,3,16,0.26208954252116545
5,0.25,3,16,0.3432547605086562
6,0.25,3,16,0.455982200420764
7,0.25,3,16,0.5662725827300041
8,0.25,3,16,0.6526186753791219
9,0.25,3,16,0.7325816346248426
10,0.25,3,16,0.7964897645180726
11,0.25,3,16,0.8182501787185293
12,0.25,3,16,0.8321774638937234
1,0.25,3,17,0.1074068580643083
2,0.25,3,17,0.12378412083223546
3,0.25,3,17,0.17852480113709082
4,0.25,3,17,0.26718354735800964
5,0.25,3,17,0.35562292680009105
6,0.25,3,17,0.45417581117047656
7,0.25,3,17,0.571044822210542
8,0.25,3,17,0.6636259322050339
9,0.25,3,17,0.7526454253098459
10,0.25,3,17,0.7972231106883538
11,0.25,3,17,0.8450075567655939
12,0.25,3,17,0.8686889251966694
1,0.25,3,18,0.119651092886007
2,0.25,3,18,0.133344210537734
3,0.25,3,18,0.18324127033479617
4,0.25,3,18,0.24185730823563845
5,0.25,3,18,0.3218381922358766
6,0.25,3,18,0.43464750383228234
7,0.25,3,18,0.5317567582955229
8,0.25,3,18,0.6280493109341374
9,0.25,3,18,0.7334540384419637
10,0.25,3,18,0.7909542632767748
11,0.25,3,18,0.8280522221331342
12,0.25,3,18,0.8733038901438516
1,0.25,3,19,0.1231954868075838
2,0.25,3,19,0.1411684902228761
3,0.25,3,19,0.20818798340923209
4,0.25,3,19,0.3093767589470099
5,0.25,3,19,0.4132009967238183
6,0.25,3,19,0.5285799320578629
7,0.25,3,19,0.6539747532260468
8,0.25,3,19,0.73958428158143
9,0.25,3,19,0.8001987418067233
10,0.25,3,19,0.8511760014496604
11,0.25,3,19,0.8521906136540108
12,0.25,3,19,0.8585098050211216
1,0.25,3,20,0.13729401436426245
2,0.25,3,20,0.16823352605754793
3,0.25,3,20,0.25273440457038404
4,0.25,3,20,0.3264723570418147
5,0.25,3,20,0.43314753575688314
6,0.25,3,20,0.5354781328760059
7,0.25,3,20,0.6364409580233097
8,0.25,3,20,0.7127538466400148
9,0.25,3,20,0.7959127348898151
10,0.25,3,20,0.8475488753747675
11,0.25,3,20,0.8707957972178351
12,0.25,3,20,0.8892106642023023
1,0.25,3,21,0.11323053589382498
2,0.25,3,21,0.14646050447616474
3,0.25,3,21,0.20345011128605192
4,0.25,3,21,0.2973711775212217
5,0.25,3,21,0.3857497344007255
6,0.25,3,21,0.48155306277809323
7,0.25,3,21,0.5780510115372829
8,0.25,3,21,0.666848109518981
9,0.25,3,21,0.7486011100898715
10,0.25,3,21,0.8078736069590097
11,0.25,3,21,0.8523525207744044
12,0.25,3,21,0.8723678636554028
1,0.25,3,22,0.11240245292060302
2,0.25,3,22,0.12684382024084936
3,0.25,3,22,0.1634125235412664
4,0.25,3,22,0.228099197914879
5,0.25,3,22,0.29476143454970555
6,0.25,3,22,0.3800369137214999
7,0.25,3,22,0.49684510554130507
8,0.25,3,22,0.6027159554347225
9,0.25,3,22,0.6947173970504941
10,0.25,3,22,0.7606255404010568
11,0.25,3,22,0.819392609263657
12,0.25,3,22,0.851637379248561
1,0.25,3,23,0.10558984925453761
2,0.25,3,23,0.11806103865194847
3,0.25,3,23,0.15821396146059274
4,0.25,3,23,0.20460239757475318
5,0.25,3,23,0.28668755701402876
6,0.25,3,23,0.3738546475474065
7,0.25,3,23,0.4825165268062963
8,0.25,3,23,0.5862760745881895
9,0.25,3,23,0.6736967535012892
10,0.25,3,23,0.7469646966635902
11,0.25,3,23,0.7976849905787111
12,0.25,3,23,0.8404431941359238
1,0.25,3,24,0.12494640547279155
2,0.25,3,24,0.145123215247237
3,0.25,3,24,0.20480362159918417
4,0.25,3,24,0.2930485697304017
5,0.25,3,24,0.3935496360809039
6,0.25,3,24,0.5067417248099115
7,0.25,3,24,0.6058019616842437
8,0.25,3,24,0.6921311969457602
9,0.25,3,24,0.7495865502544321
10,0.25,3,24,0.8008835636035369
11,0.25,3,24,0.8343970031826417
12,0.25,3,24,0.8629940677226171
1,0.25,3,25,0.10121350227377086
2,0.25,3,25,0.13344457473887233
3,0.25,3,25,0.1731156490387204
4,0.25,3,25,0.24353674566814462
5,0.25,3,25,0.3288685591519259
6,0.25,3,25,0.43393870437971693
7,0.25,3,25,0.5416054841958087
8,0.25,3,25,0.6494312788051766
9,0.25,3,25,0.7416432300541196
10,0.25,3,25,0.8195895055736175
11,0.25,3,25,0.8442565479579386
12,0.25,3,25,0.8658262373366199
1,0.25,3,26,0.11080901722399654
2,0.25,3,26,0.1174862522336875
3,0.25,3,26,0.17634621525856586
4,0.25,3,26,0.2459849307288579
5,0.25,3,26,0.34499854857154943
6,0.25,3,26,0.4498317337761342
7,0.25,3,26,0.5533681440248347
8,0.25,3,26,0.6538884097474807
9,0.25,3,26,0.7585340818138874
10,0.25,3,26,0.8139588442146752
11,0.25,3,26,0.859780992707224
12,0.25,3,26,0.8750938425367782
1,0.25,3,27,0.1294713098293197
2,0.25,3,27,0.14511054875635604
3,0.25,3,27,0.21189210700127106
4,0.25,3,27,0.27557764378788846
5,0.25,3,27,0.3659948079473813
6,0.25,3,27,0.46101651888407613
7,0.25,3,27,0.5604999988299335
8,0.25,3,27,0.6477832174944178
9,0.25,3,27,0.741631018755273
10,0.25,3,27,0.8120933374460928
11,0.25,3,27,0.8207036175964401
12,0.25,3,27,0.8498427963134504
1,0.25,3,28,0.10153515150360692
2,0.25,3,28,0.12341317804841329
3,0.25,3,28,0.17669853714904102
4,0.25,3,28,0.2644337009914357
5,0.25,3,28,0.3432391999973476
6,0.25,3,28,0.4390506882011102
7,0.25,3,28,0.5415929932383664
8,0.25,3,28,0.6359301744279784
9,0.25,3,28,0.7508933794847245
10,0.25,3,28,0.8123879940008246
