timestep,seed_ratio,claim_step,replicate,support_ratio
10,0.15,-1,27,0.3290584713489298
11,0.15,-1,27,0.37908553084983504
12,0.15,-1,27,0.4154880619695144
1,0.15,-1,28,0.07950209879549264
2,0.15,-1,28,0.11556693936422073
3,0.15,-1,28,0.13035735373320317
4,0.15,-1,28,0.14432503215129291
5,0.15,-1,28,0.18162409877823532
6,0.15,-1,28,0.2043855131555904
7,0.15,-1,28,0.23065062347072543
8,0.15,-1,28,0.2520679484333431
9,0.15,-1,28,0.2856728739704675
10,0.15,-1,28,0.32593126123073907
11,0.15,-1,28,0.3553790103605463
12,0.15,-1,28,0.3774635067883925
1,0.15,-1,29,0.08252692776624733
2,0.15,-1,29,0.10054350783381957
3,0.15,-1,29,0.12551146935038382
4,0.15,-1,29,0.14649181315387377
5,0.15,-1,29,0.17315356040655552
6,0.15,-1,29,0.2079931895506031
7,0.15,-1,29,0.216750928809307
8,0.15,-1,29,0.24985399170883912
9,0.15,-1,29,0.2750905249872391
10,0.15,-1,29,0.31100739117724857
11,0.15,-1,29,0.36546775742243365
12,0.15,-1,29,0.3683797678443232
1,0.25,-1,0,0.13741273935917228
2,0.25,-1,0,0.16507305103853373
3,0.25,-1,0,0.1943722736015221
4,0.25,-1,0,0.2244351141907271
5,0.25,-1,0,0.24630892713959837
6,0.25,-1,0,0.2928427178016958
7,0.25,-1,0,0.3632492519500792
8,0.25,-1,0,0.4372805357786593
9,0.25,-1,0,0.4725184637403095
10,0.25,-1,0,0.5056830692423924
11,0.25,-1,0,0.5383404736410705
12,0.25,-1,0,0.5656884825802219
1,0.25,-1,1,0.1216039608386093
2,0.25,-1,1,0.14412917510348175
3,0.25,-1,1,0.16873047591986878
4,0.25,-1,1,0.200966666819737
5,0.25,-1,1,0.2385648344079148
6,0.25,-1,1,0.2962256295117283
7,0.25,-1,1,0.3480218799065894
8,0.25,-1,1,0.3793850400938311
9,0.25,-1,1,0.4192839530021886
10,0.25,-1,1,0.47903113353872234
11,0.25,-1,1,0.5120605199990031
12,0.25,-1,1,0.5414083026262912
1,0.25,-1,2,0.11728704454427631
2,0.25,-1,2,0.13415417044024194
3,0.25,-1,2,0.16977544844495832
4,0.25,-1,2,0.19235085455529982
5,0.25,-1,2,0.22323532380742098
6,0.25,-1,2,0.27031031299954267
7,0.25,-1,2,0.3104910906984716
8,0.25,-1,2,0.36054135273631976
9,0.25,-1,2,0.41779557176944443
10,0.25,-1,2,0.4651894415596404
11,0.25,-1,2,0.5078463896400149
12,0.25,-1,2,0.5393171065354867
1,0.25,-1,3,0.11040105773607715
2,0.25,-1,3,0.13548920866297315
3,0.25,-1,3,0.15840616652290584
4,0.25,-1,3,0.18430630702593517
5,0.25,-1,3,0.2274108289736621
6,0.25,-1,3,0.2625444304341939
7,0.25,-1,3,0.3150968960837557
8,0.25,-1,3,0.36566962847542456
9,0.25,-1,3,0.42712231245773363
10,0.25,-1,3,0.4808734052500446
11,0.25,-1,3,0.5162677829769169
12,0.25,-1,3,0.5464922548085581
1,0.25,-1,4,0.1300776764407682
2,0.25,-1,4,0.1772741169510232
3,0.25,-1,4,0.23852903971987244
4,0.25,-1,4,0.2728549013260192
5,0.25,-1,4,0.33425114061484607
6,0.25,-1,4,0.37092348807957215
7,0.25,-1,4,0.4170175365828027
8,0.25,-1,4,0.4531596024548725
9,0.25,-1,4,0.4960814657514724
10,0.25,-1,4,0.5189070453402931
11,0.25,-1,4,0.5567272930959266
12,0.25,-1,4,0.5780345190711644
1,0.25,-1,5,0.12201499840348082
2,0.25,-1,5,0.15516402277819097
3,0.25,-1,5,0.19752654883999857
4,0.25,-1,5,0.240285622873188
5,0.25,-1,5,0.2762760026753167
6,0.25,-1,5,0.3166944779598486
7,0.25,-1,5,0.3702944396931087
8,0.25,-1,5,0.42632238721695714
9,0.25,-1,5,0.46520632839985726
10,0.25,-1,5,0.5151735731531463
11,0.25,-1,5,0.553346413699744
12,0.25,-1,5,0.5848811254578324
1,0.25,-1,6,0.11956992532401867
2,0.25,-1,6,0.14625915257701425
3,0.25,-1,6,0.17357745577862177
4,0.25,-1,6,0.20726615484815533
5,0.25,-1,6,0.25536068916798954
6,0.25,-1,6,0.2987851125488628
7,0.25,-1,6,0.35346972046590064
8,0.25,-1,6,0.40362498869463775
9,0.25,-1,6,0.43836456069395513
10,0.25,-1,6,0.4910182072723963
11,0.25,-1,6,0.5298073936504459
12,0.25,-1,6,0.5685370795339463
1,0.25,-1,7,0.10863118612790501
2,0.25,-1,7,0.14601718639512873
3,0.25,-1,7,0.16760015755329172
4,0.25,-1,7,0.20108712565192519
5,0.25,-1,7,0.2582636619801713
6,0.25,-1,7,0.2962167989685148
7,0.25,-1,7,0.33346646653001827
8,0.25,-1,7,0.37665442020594087
9,0.25,-1,7,0.41880509300176705
10,0.25,-1,7,0.456110730005266
11,0.25,-1,7,0.5018224731770705
12,0.25,-1,7,0.5303050344490902
1,0.25,-1,8,0.11765096156722339
2,0.25,-1,8,0.15631811104846371
3,0.25,-1,8,0.1910212032696254
4,0.25,-1,8,0.2347727938106729
5,0.25,-1,8,0.2810988214502937
6,0.25,-1,8,0.3173604314191353
7,0.25,-1,8,0.3652986047663556
8,0.25,-1,8,0.40058031225355356
9,0.25,-1,8,0.4405442335553179
10,0.25,-1,8,0.48318230334013873
11,0.25,-1,8,0.5270441646300207
12,0.25,-1,8,0.5627997579179952
1,0.25,-1,9,0.14209889628537625
2,0.25,-1,9,0.17159522362718546
3,0.25,-1,9,0.21078318842055344
4,0.25,-1,9,0.24585437634104673
5,0.25,-1,9,0.2772659868456948
6,0.25,-1,9,0.309694551086175
7,0.25,-1,9,0.36410125588974
8,0.25,-1,9,0.41108344267873403
9,0.25,-1,9,0.47032393681218404
10,0.25,-1,9,0.5172199706700575
11,0.25,-1,9,0.5663180622732388
12,0.25,-1,9,0.5924239807080555
1,0.25,-1,10,0.1245620598595009
2,0.25,-1,10,0.1594756664274042
3,0.25,-1,10,0.1794473585768367
4,0.25,-1,10,0.19574965160824687
5,0.25,-1,10,0.22802628115779797
6,0.25,-1,10,0.27447989172946324
7,0.25,-1,10,0.32365864498522173
8,0.25,-1,10,0.37859421208231403
9,0.25,-1,10,0.4183340295735216
10,0.25,-1,10,0.4589760835665978
11,0.25,-1,10,0.5071310607322822
12,0.25,-1,10,0.5368314347373794
1,0.25,-1,11,0.10464766557308447
2,0.25,-1,11,0.11870700204043719
3,0.25,-1,11,0.13677479148534102
4,0.25,-1,11,0.15271920526944904
5,0.25,-1,11,0.18295158834334746
6,0.25,-1,11,0.2181854538328553
7,0.25,-1,11,0.27498222297252406
8,0.25,-1,11,0.32187941647292057
9,0.25,-1,11,0.38299318954900213
10,0.25,-1,11,0.4479681291406671
11,0.25,-1,11,0.4894998462675117
12,0.25,-1,11,0.5250876252608422
1,0.25,-1,12,0.12161258928141039
2,0.25,-1,12,0.15152420300297983
3,0.25,-1,12,0.18645901156105818
4,0.25,-1,12,0.21996060537436024
5,0.25,-1,12,0.2612210866477391
6,0.25,-1,12,0.3014276039458139
7,0.25,-1,12,0.3560988176952956
8,0.25,-1,12,0.4005467930316006
9,0.25,-1,12,0.4603571839747044
10,0.25,-1,12,0.4932505620281861
11,0.25,-1,12,0.5126291885526226
12,0.25,-1,12,0.5447138365480512
1,0.25,-1,13,0.11531661608326872
2,0.25,-1,13,0.12985442665243507
3,0.25,-1,13,0.16473607924890232
4,0.25,-1,13,0.2083877998583714
5,0.25,-1,13,0.25361851990891193
6,0.25,-1,13,0.2982356725153297
7,0.25,-1,13,0.33248341782084245
8,0.25,-1,13,0.37497278986801946
9,0.25,-1,13,0.43087196092543834
10,0.25,-1,13,0.49461325590529415
11,0.25,-1,13,0.5240596198781279
12,0.25,-1,13,0.5578316939985105
1,0.25,-1,14,0.12031008832635134
2,0.25,-1,14,0.14862834637255282
3,0.25,-1,14,0.20264636275410933
4,0.25,-1,14,0.23143356782135663
5,0.25,-1,14,0.288799416058038
6,0.25,-1,14,0.33145618187618336
7,0.25,-1,14,0.38464421031632556
8,0.25,-1,14,0.440756605597959
9,0.25,-1,14,0.49343344174500514
10,0.25,-1,14,0.534512953010524
11,0.25,-1,14,0.5582352962833408
12,0.25,-1,14,0.5645732847694802
1,0.25,-1,15,0.11004749346730472
2,0.25,-1,15,0.12940899259741173
3,0.25,-1,15,0.13992448096938281
4,0.25,-1,15,0.17777838963126483
5,0.25,-1,15,0.20922706887026057
6,0.25,-1,15,0.2543692432564106
7,0.25,-1,15,0.3022830942807323
8,0.25,-1,15,0.3422032769832468
9,0.25,-1,15,0.3931908258801244
10,0.25,-1,15,0.43469036452834847
11,0.25,-1,15,0.4802688067790088
12,0.25,-1,15,0.523978872443192
1,0.25,-1,16,0.11862555458503696
2,0.25,-1,16,0.15001033769789276
3,0.25,-1,16,0.18379218341350562
4,0.25,-1,16,0.22668979116293791
5,0.25,-1,16,0.26924523206184814
6,0.25,-1,16,0.30751106683141105
7,0.25,-1,16,0.34875942880062344
8,0.25,-1,16,0.39633055090039904
9,0.25,-1,16,0.438566739216175
10,0.25,-1,16,0.4706532163556097
11,0.25,-1,16,0.5017448453160525
12,0.25,-1,16,0.5434930241926723
1,0.25,-1,17,0.13460629400804477
2,0.25,-1,17,0.15587893302054426
3,0.25,-1,17,0.1640598453058031
4,0.25,-1,17,0.20645294013492574
5,0.25,-1,17,0.2540846290911144
6,0.25,-1,17,0.28476603393726496
7,0.25,-1,17,0.3182087763895092
8,0.25,-1,17,0.381682519638326
9,0.25,-1,17,0.4162123107726935
10,0.25,-1,17,0.47735698497913626
11,0.25,-1,17,0.5363144871531604
12,0.25,-1,17,0.564163814546106
1,0.25,-1,18,0.12206641782851692
2,0.25,-1,18,0.1420746113493762
3,0.25,-1,18,0.15689039263954796
4,0.25,-1,18,0.19897516036495597
5,0.25,-1,18,0.22839572723073384
6,0.25,-1,18,0.27135606533231366
7,0.25,-1,18,0.3255156986200361
8,0.25,-1,18,0.38112005351564154
9,0.25,-1,18,0.42725376761420675
10,0.25,-1,18,0.47004849625230455
11,0.25,-1,18,0.5188702562774206
12,0.25,-1,18,0.5564866650052672
1,0.25,-1,19,0.12885376667674767
2,0.25,-1,19,0.13573225339877948
3,0.25,-1,19,0.16945344311948096
4,0.25,-1,19,0.21914424427984813
5,0.25,-1,19,0.27843914144455284
6,0.25,-1,19,0.3182712043745669
7,0.25,-1,19,0.3604373482378353
8,0.25,-1,19,0.41128101673681966
9,0.25,-1,19,0.4567697500364764
10,0.25,-1,19,0.4973049633045659
11,0.25,-1,19,0.5294979221935071
12,0.25,-1,19,0.559919236860216
1,0.25,-1,20,0.11911804499080739
2,0.25,-1,20,0.15103776721748083
3,0.25,-1,20,0.19181085041163365
4,0.25,-1,20,0.2374122286641291
5,0.25,-1,20,0.2768316689632059
6,0.25,-1,20,0.32652924638198955
7,0.25,-1,20,0.37171088436794
8,0.25,-1,20,0.4392414274205153
9,0.25,-1,20,0.4708971886947038
10,0.25,-1,20,0.48651905886660135
11,0.25,-1,20,0.4989193077637124
12,0.25,-1,20,0.5295990207215362
1,0.25,-1,21,0.1083742638782113
2,0.25,-1,21,0.12939089445128338
3,0.25,-1,21,0.16537735967048048
4,0.25,-1,21,0.19648422181380504
5,0.25,-1,21,0.22968739203106103
6,0.25,-1,21,0.2633301972103695
7,0.25,-1,21,0.31139115963169695
8,0.25,-1,21,0.36572306665640736
9,0.25,-1,21,0.40736378991322114
10,0.25,-1,21,0.44840239894035283
11,0.25,-1,21,0.5129930728850752
12,0.25,-1,21,0.5315183737858916
1,0.25,-1,22,0.14565981007157378
2,0.25,-1,22,0.18305741424985777
3,0.25,-1,22,0.23624915820372872
4,0.25,-1,22,0.27549942182488546
5,0.25,-1,22,0.315110107584355
6,0.25,-1,22,0.36549304185829035
7,0.25,-1,22,0.4313627584256439
8,0.25,-1,22,0.48313505165827764
9,0.25,-1,22,0.5170142321524238
10,0.25,-1,22,0.5303684962500284
11,0.25,-1,22,0.5651175866745296
12,0.25,-1,22,0.5595045148920228
1,0.25,-1,23,0.11080957384037571
2,0.25,-1,23,0.1470004683526545
3,0.25,-1,23,0.17422630994049412
4,0.25,-1,23,0.22062130862379037
5,0.25,-1,23,0.2729672237823692
6,0.25,-1,23,0.31867119963933027
7,0.25,-1,23,0.37226421753827926
8,0.25,-1,23,0.42204149989887624
9,0.25,-1,23,0.4698904755269073
10,0.25,-1,23,0.5181347897145722
11,0.25,-1,23,0.5676587096363603
12,0.25,-1,23,0.5921456226896596
1,0.25,-1,24,0.12841563838120695
2,0.25,-1,24,0.16721868589404162
3,0.25,-1,24,0.20358430416322443
4,0.25,-1,24,0.252935865877969
5,0.25,-1,24,0.29369555173969514
6,0.25,-1,24,0.35709252017367
7,0.25,-1,24,0.40230027925370065
8,0.25,-1,24,0.4577834100138406
9,0.25,-1,24,0.487370126996428
10,0.25,-1,24,0.51621810102429
11,0.25,-1,24,0.5364151114938248
12,0.25,-1,24,0.5527790832622081
1,0.25,-1,25,0.11082875722839275
2,0.25,-1,25,0.12634912820776273
3,0.25,-1,25,0.14965294777389537
4,0.25,-1,25,0.17390685111416035
5,0.25,-1,25,0.2161006407213032
6,0.25,-1,25,0.24703562689476657
7,0.25,-1,25,0.28810368236636885
8,0.25,-1,25,0.3231111064876042
9,0.25,-1,25,0.38952847124270973
10,0.25,-1,25,0.41737391505776966
11,0.25,-1,25,0.46536196242655514
12,0.25,-1,25,0.5056276712469446
1,0.25,-1,26,0.13141140500631587
2,0.25,-1,26,0.15295909275234226
3,0.25,-1,26,0.2025445581517548
4,0.25,-1,26,0.2446113236256459
5,0.25,-1,26,0.27916442456881274
6,0.25,-1,26,0.31279453192524176
7,0.25,-1,26,0.3701396785184926
8,0.25,-1,26,0.41840594620010585
9,0.25,-1,26,0.4587465574047313
10,0.25,-1,26,0.4975056685624366
11,0.25,-1,26,0.5178215113539979
12,0.25,-1,26,0.5568039449807559
1,0.25,-1,27,0.10440390685108698
2,0.25,-1,27,0.13217522184881522
3,0.25,-1,27,0.1645927737659501
4,0.25,-1,27,0.1961775358945403
5,0.25,-1,27,0.22235752287082872
6,0.25,-1,27,0.2789530083826192
7,0.25,-1,27,0.3272187223120361
8,0.25,-1,27,0.3802369054949813
9,0.25,-1,27,0.42441073223373604
10,0.25,-1,27,0.4808710895213383
11,0.25,-1,27,0.5349427823470874
12,0.25,-1,27,0.5414779642676123
1,0.25,-1,28,0.10557442305623413
2,0.25,-1,28,0.14838240007290074
3,0.25,-1,28,0.17461736505984365
4,0.25,-1,28,0.23749658431736323
5,0.25,-1,28,0.28777651709398905
6,0.25,-1,28,0.3203416043428134
7,0.25,-1,28,0.36253658959666607
8,0.25,-1,28,0.41053335058484225
9,0.25,-1,28,0.46561186326056425
10,0.25,-1,28,0.4908226155626139
11,0.25,-1,28,0.5241324376328077
12,0.25,-1,28,0.5551716670623799
1,0.25,-1,29,0.11639844106252711
2,0.25,-1,29,0.14913357111663886
3,0.25,-1,29,0.1651425517618451
4,0.25,-1,29,0.19767726548941453
5,0.25,-1,29,0.22835915712169397
6,0.25,-1,29,0.2931557177903791
7,0.25,-1,29,0.3449329823708349
8,0.25,-1,29,0.39598995349817373
9,0.25,-1,29,0.4428703638577036
10,0.25,-1,29,0.47146182612514265
11,0.25,-1,29,0.5287737697568544
12,0.25,-1,29,0.5662066681399
1,0.05,3,0,0.03682117752256924
2,0.05,3,0,0.039439514189281585
3,0.05,3,0,0.05912722575674893
4,0.05,3,0,0.05181018167531273
5,0.05,3,0,0.05594702315427641
6,0.05,3,0,0.06999208306332882
7,0.05,3,0,0.08250252231254038
8,0.05,3,0,0.09947334516451241
9,0.05,3,0,0.14219878590517054
10,0.05,3,0,0.16136092156328796
11,0.05,3,0,0.195111753319103
12,0.05,3,0,0.24610683170601294
1,0.05,3,1,0.03444654453380259
2,0.05,3,1,0.04512892068789861
3,0.05,3,1,0.03882792444710304
4,0.05,3,1,0.060712506621627554
5,0.05,3,1,0.059827921691315095
6,0.05,3,1,0.08584685938560306
7,0.05,3,1,0.10017660434069169
8,0.05,3,1,0.11351869345902245
9,0.05,3,1,0.12282185878234679
10,0.05,3,1,0.12321037272539537
11,0.05,3,1,0.14532993887006088
12,0.05,3,1,0.17754114526714138
1,0.05,3,2,0.04898166203865062
2,0.05,3,2,0.045754515271164295
3,0.05,3,2,0.06097443499881253
4,0.05,3,2,0.08844715182029611
5,0.05,3,2,0.10968697854628617
6,0.05,3,2,0.12542213045419487
7,0.05,3,2,0.1359726013668966
8,0.05,3,2,0.17195299119294877
9,0.05,3,2,0.20434546608043744
10,0.05,3,2,0.25111209706826654
11,0.05,3,2,0.30387437419207103
12,0.05,3,2,0.3507574072443103
1,0.05,3,3,0.04055270531383882
2,0.05,3,3,0.022000763338689684
3,0.05,3,3,0.03663921585850008
4,0.05,3,3,0.05325233383577179
5,0.05,3,3,0.07583691772241505
6,0.05,3,3,0.09403813148603835
7,0.05,3,3,0.12699495171324546
8,0.05,3,3,0.14414298666352138
9,0.05,3,3,0.17761830927925248
10,0.05,3,3,0.21327961660729675
11,0.05,3,3,0.2625570640901853
12,0.05,3,3,0.29012993929963876
1,0.05,3,4,0.033127551022541855
2,0.05,3,4,0.04119671704465305
3,0.05,3,4,0.05272439793037566
4,0.05,3,4,0.07416131321486534
5,0.05,3,4,0.09531224828069015
6,0.05,3,4,0.13279017583498992
7,0.05,3,4,0.16328948293417253
8,0.05,3,4,0.22431484247206107
9,0.05,3,4,0.26716296767605807
10,0.05,3,4,0.3255007955253448
11,0.05,3,4,0.38411296255095495
12,0.05,3,4,0.4394405002126389
1,0.05,3,5,0.03328813573675053
2,0.05,3,5,0.04343303247301905
3,0.05,3,5,0.07148020771533445
4,0.05,3,5,0.09337528197073754
5,0.05,3,5,0.11022134232933181
6,0.05,3,5,0.1381562623578776
7,0.05,3,5,0.17734766906939245
8,0.05,3,5,0.21733897619119272
9,0.05,3,5,0.27207911226351406
10,0.05,3,5,0.3171027847668356
11,0.05,3,5,0.36709517421994564
12,0.05,3,5,0.4238976920869762
1,0.05,3,6,0.02264202224218492
2,0.05,3,6,0.04372222681162345
3,0.05,3,6,0.06623040270721119
4,0.05,3,6,0.07878250318165902
5,0.05,3,6,0.09324175350199575
6,0.05,3,6,0.1110110020032357
7,0.05,3,6,0.1593376382708216
8,0.05,3,6,0.19946818665543783
9,0.05,3,6,0.2373660756368902
10,0.05,3,6,0.2864764369498421
11,0.05,3,6,0.34335469320568507
12,0.05,3,6,0.41269902515512313
1,0.05,3,7,0.03629247298890835
2,0.05,3,7,0.04894407396961366
3,0.05,3,7,0.05955376006276874
4,0.05,3,7,0.05571128440649979
5,0.05,3,7,0.05510012651385147
6,0.05,3,7,0.07014139077391057
7,0.05,3,7,0.07050165596409956
8,0.05,3,7,0.08777879788568693
9,0.05,3,7,0.12269137933664445
10,0.05,3,7,0.1424101044594159
11,0.05,3,7,0.15122837519990123
12,0.05,3,7,0.18647392110542851
1,0.05,3,8,0.041681948447763115
2,0.05,3,8,0.05606414315232292
3,0.05,3,8,0.0509556232225503
4,0.05,3,8,0.0718185788215095
5,0.05,3,8,0.08588059370341601
6,0.05,3,8,0.11925210613154363
7,0.05,3,8,0.15049627646878946
8,0.05,3,8,0.17675315503183225
9,0.05,3,8,0.22242994165282762
10,0.05,3,8,0.25227724968269066
11,0.05,3,8,0.3124488813968307
12,0.05,3,8,0.3427844452345717
1,0.05,3,9,0.038691781087191505
2,0.05,3,9,0.048976726295378865
3,0.05,3,9,0.062361705355402114
4,0.05,3,9,0.05352723234874472
5,0.05,3,9,0.06922967392049499
6,0.05,3,9,0.10237283478185089
7,0.05,3,9,0.11719294330327626
8,0.05,3,9,0.14591876657996436
9,0.05,3,9,0.1964781267030381
10,0.05,3,9,0.22556168357229675
11,0.05,3,9,0.2721236311002921
12,0.05,3,9,0.3463598215149757
1,0.05,3,10,0.034271580320669785
2,0.05,3,10,0.027113852295612542
3,0.05,3,10,0.03719799841840826
4,0.05,3,10,0.04102669630810259
5,0.05,3,10,0.04814365786920024
6,0.05,3,10,0.06504766405421988
7,0.05,3,10,0.06906333308527732
8,0.05,3,10,0.08898500672710036
9,0.05,3,10,0.11788207382987485
10,0.05,3,10,0.12484798429326999
11,0.05,3,10,0.14599571093591868
12,0.05,3,10,0.17906674150332838
1,0.05,3,11,0.03458197445618525
2,0.05,3,11,0.041985989360845
3,0.05,3,11,0.06070079047943666
4,0.05,3,11,0.08027845045191388
5,0.05,3,11,0.09483174528078522
6,0.05,3,11,0.11775070817604094
7,0.05,3,11,0.15479586663277028
8,0.05,3,11,0.20436988780585785
9,0.05,3,11,0.25505055409114064
10,0.05,3,11,0.28571685858478196
11,0.05,3,11,0.3152596384558856
12,0.05,3,11,0.36823470448084583
1,0.05,3,12,0.030007392185822733
2,0.05,3,12,0.019266095586000974
3,0.05,3,12,0.051850216516670794
4,0.05,3,12,0.06186809846395659
5,0.05,3,12,0.0847694832334004
6,0.05,3,12,0.11145450638622331
7,0.05,3,12,0.1490589985658115
8,0.05,3,12,0.1690635525149363
9,0.05,3,12,0.19339012745234682
10,0.05,3,12,0.2241250242367569
11,0.05,3,12,0.2528200906657645
12,0.05,3,12,0.3016218888269212
1,0.05,3,13,0.04298337591764188
2,0.05,3,13,0.0375405908073105
3,0.05,3,13,0.06227469584843367
4,0.05,3,13,0.0784912654551403
5,0.05,3,13,0.10779762967847718
6,0.05,3,13,0.13909181017079564
7,0.05,3,13,0.18392658598236244
8,0.05,3,13,0.21511420858608726
9,0.05,3,13,0.24916535127945996
10,0.05,3,13,0.2863552325279519
11,0.05,3,13,0.33573400279782334
12,0.05,3,13,0.3964369683915383
1,0.05,3,14,0.020230873966112128
2,0.05,3,14,0.02557325313680157
3,0.05,3,14,0.04427236131812386
4,0.05,3,14,0.048778910535471454
5,0.05,3,14,0.07273063683214581
6,0.05,3,14,0.08669151320991157
7,0.05,3,14,0.12143928170317451
8,0.05,3,14,0.1402773485396931
9,0.05,3,14,0.18617915870627152
10,0.05,3,14,0.22864747574285366
11,0.05,3,14,0.2795373846283201
12,0.05,3,14,0.33324751852773293
1,0.05,3,15,0.05534469399344835
2,0.05,3,15,0.06787142399139423
3,0.05,3,15,0.08309984518366699
4,0.05,3,15,0.09999115838587046
5,0.05,3,15,0.12060653002497772
6,0.05,3,15,0.126375985888371
7,0.05,3,15,0.16499007048456177
8,0.05,3,15,0.19444546883271793
9,0.05,3,15,0.22472841620220355
10,0.05,3,15,0.2788256267247077
11,0.05,3,15,0.33853362403244075
12,0.05,3,15,0.39359299171051454
1,0.05,3,16,0.04570696590408375
2,0.05,3,16,0.05055016519274601
3,0.05,3,16,0.06960986180398845
4,0.05,3,16,0.09562714217614891
5,0.05,3,16,0.10943336017965087
6,0.05,3,16,0.13311287137733524
7,0.05,3,16,0.1788546220794926
8,0.05,3,16,0.21120864753263696
9,0.05,3,16,0.24911937388134162
10,0.05,3,16,0.3016786685033819
11,0.05,3,16,0.35843574413638135
12,0.05,3,16,0.4101596994675848
1,0.05,3,17,0.016778385705141632
2,0.05,3,17,0.0
3,0.05,3,17,0.0074287316748956065
4,0.05,3,17,0.01657016377756615
5,0.05,3,17,0.0031784418228668725
6,0.05,3,17,0.006630637039723561
7,0.05,3,17,0.006600983569244624
8,0.05,3,17,0.003543853629820094
9,0.05,3,17,0.0036967199121758485
10,0.05,3,17,0.013664390649105903
11,0.05,3,17,0.013965266507760768
12,0.05,3,17,0.010423227130429667
1,0.05,3,18,0.049393801115680605
2,0.05,3,18,0.05376768218413573
3,0.05,3,18,0.0655207209719163
4,0.05,3,18,0.08295240598546386
5,0.05,3,18,0.13222798557281792
6,0.05,3,18,0.16484928283385844
7,0.05,3,18,0.19966437770939854
8,0.05,3,18,0.22389697444379902
9,0.05,3,18,0.2786503079068319
10,0.05,3,18,0.31286341642509924
11,0.05,3,18,0.3807868433998066
12,0.05,3,18,0.44272054164390634
1,0.05,3,19,0.026654946722772747
2,0.05,3,19,0.016342050530345077
3,0.05,3,19,0.005603477693214792
4,0.05,3,19,0.003184462425751338
5,0.05,3,19,0.0056810394382063485
6,0.05,3,19,0.010570401638804195
7,0.05,3,19,0.006683300907436491
8,0.05,3,19,0.0
9,0.05,3,19,0.004750784199061982
10,0.05,3,19,0.01434460603128999
11,0.05,3,19,0.020922684336625596
12,0.05,3,19,0.044395985181290086
1,0.05,3,20,0.04661011479696427
2,0.05,3,20,0.06368234424814807
3,0.05,3,20,0.0689411150716831
4,0.05,3,20,0.07772600877841362
5,0.05,3,20,0.10389306975654945
6,0.05,3,20,0.12844239536666238
7,0.05,3,20,0.14613597449268487
8,0.05,3,20,0.1845679048181309
9,0.05,3,20,0.21150495529913604
10,0.05,3,20,0.23789299591700097
11,0.05,3,20,0.2837213187592867
12,0.05,3,20,0.3286606835863207
1,0.05,3,21,0.04110630465543576
2,0.05,3,21,0.027737721833975684
3,0.05,3,21,0.03674952392589301
4,0.05,3,21,0.044939962034912566
5,0.05,3,21,0.06284363572505915
6,0.05,3,21,0.07763032282716624
7,0.05,3,21,0.09695612064630497
8,0.05,3,21,0.12654024759902324
9,0.05,3,21,0.14296680564039044
10,0.05,3,21,0.18172879181117385
11,0.05,3,21,0.22162832793642204
12,0.05,3,21,0.26684112779107483
1,0.05,3,22,0.05843719676530208
2,0.05,3,22,0.056597784885604865
3,0.05,3,22,0.06660255749039508
4,0.05,3,22,0.10058613673779174
5,0.05,3,22,0.12613785133793018
6,0.05,3,22,0.15822034261661483
7,0.05,3,22,0.1813585286811672
8,0.05,3,22,0.23316324767941016
9,0.05,3,22,0.2842185111908583
10,0.05,3,22,0.34671941355100955
11,0.05,3,22,0.4024009745065711
12,0.05,3,22,0.46677345957197647
1,0.05,3,23,0.051315958232556795
2,0.05,3,23,0.06124650605279611
3,0.05,3,23,0.09232265402976525
4,0.05,3,23,0.10991680881196467
5,0.05,3,23,0.13215822918295278
6,0.05,3,23,0.16297563997045242
7,0.05,3,23,0.19302977601190235
8,0.05,3,23,0.22795052766859983
9,0.05,3,23,0.26270386884024216
10,0.05,3,23,0.3058221981336872
11,0.05,3,23,0.35853008007217413
12,0.05,3,23,0.41519398094494403
1,0.05,3,24,0.046129945880191134
2,0.05,3,24,0.06226597625734136
3,0.05,3,24,0.06708187626526048
4,0.05,3,24,0.07724484469032966
5,0.05,3,24,0.09941834602309771
6,0.05,3,24,0.11376556893079082
7,0.05,3,24,0.12525269260714683
8,0.05,3,24,0.15609412090653396
9,0.05,3,24,0.1762526046410638
10,0.05,3,24,0.20702931158265744
11,0.05,3,24,0.25364001107700207
12,0.05,3,24,0.3015511420479452
1,0.05,3,25,0.03608585472030709
2,0.05,3,25,0.030407121257979564
3,0.05,3,25,0.04420183080081996
4,0.05,3,25,0.06521783684092552
5,0.05,3,25,0.0721937625331088
6,0.05,3,25,0.09483119993654934
7,0.05,3,25,0.12947925381888076
8,0.05,3,25,0.15650467508161175
9,0.05,3,25,0.1941591830684224
10,0.05,3,25,0.227712497503582
11,0.05,3,25,0.2886009358195775
12,0.05,3,25,0.34573753263906104
1,0.05,3,26,0.03165264521005205
2,0.05,3,26,0.03437062375301236
3,0.05,3,26,0.023700587680423536
4,0.05,3,26,0.02562258956366666
5,0.05,3,26,0.04460401143212751
6,0.05,3,26,0.05435257512101379
7,0.05,3,26,0.04685244167785091
8,0.05,3,26,0.046186444574792505
9,0.05,3,26,0.04750212428018262
10,0.05,3,26,0.06790569877805289
11,0.05,3,26,0.07491076724352622
12,0.05,3,26,0.07947897512328674
1,0.05,3,27,0.044965903365026164
2,0.05,3,27,0.033996044816070464
3,0.05,3,27,0.028530564140258258
4,0.05,3,27,0.04344869650131544
5,0.05,3,27,0.06289988380668399
